Security,GTHKD2YR Corp                                                   ,GTDEM2YR Corp                                                   ,GTDEM10YR Corp                                                  ,GTINR10YR Corp                                                  ,GTINR2YR Corp                                                   
2017-06-01,0.634,-0.716,0.303,6.624,6.476
2017-06-02,0.652,-0.73,0.272,6.626,6.458
2017-06-05,0.619,-0.714,0.285,6.647,6.469
2017-06-06,0.598,-0.74,0.25,6.641,6.466
2017-06-07,0.583,-0.731,0.267,6.565,6.397
2017-06-08,0.617,-0.741,0.254,6.529,6.35
2017-06-09,0.661,-0.74,0.261,6.503,6.349
2017-06-12,0.696,-0.731,0.247,6.516,6.355
2017-06-13,0.696,-0.708,0.265,6.493,6.348
2017-06-14,0.739,-0.697,0.225,6.473,6.353
2017-06-15,0.649,-0.66,0.281,6.478,6.35
2017-06-16,0.715,-0.666,0.275,6.488,6.362
2017-06-19,0.715,-0.661,0.279,6.466,6.354
2017-06-20,0.754,-0.657,0.26,6.451,6.338
2017-06-21,0.749,-0.64,0.264,6.428,6.349
2017-06-22,0.738,-0.636,0.25,6.458,6.413
2017-06-23,0.72,-0.63,0.253,6.459,6.38
2017-06-26,0.722,-0.627,0.243,6.459,6.38
2017-06-27,0.708,-0.568,0.368,6.463,6.377
2017-06-28,0.72,-0.587,0.367,6.497,6.407
2017-06-29,0.76,-0.572,0.45,6.506,6.402
2017-06-30,0.781,-0.581,0.465,6.51,6.389
2017-07-03,0.781,-0.595,0.475,6.564,6.425
2017-07-04,0.874,-0.617,0.474,6.548,6.411
2017-07-05,0.864,-0.608,0.468,6.548,6.397
2017-07-06,0.857,-0.586,0.56,6.537,6.378
2017-07-07,0.869,-0.605,0.571,6.531,6.364
2017-07-10,0.86,-0.616,0.539,6.472,6.352
2017-07-11,0.834,-0.608,0.548,6.485,6.349
2017-07-12,0.799,-0.626,0.576,6.459,6.319
2017-07-13,0.777,-0.619,0.6,6.455,6.325
2017-07-14,0.792,-0.617,0.592,6.464,6.318
2017-07-17,0.784,-0.629,0.578,6.454,6.322
2017-07-18,0.783,-0.645,0.551,6.455,6.34
2017-07-19,0.784,-0.645,0.54,6.448,6.308
2017-07-20,0.796,-0.647,0.528,6.452,6.315
2017-07-21,0.776,-0.645,0.505,6.435,6.301
2017-07-24,0.759,-0.66,0.506,6.413,6.296
2017-07-25,0.763,-0.656,0.564,6.43,6.319
2017-07-26,0.788,-0.668,0.558,6.443,6.311
2017-07-27,0.749,-0.678,0.534,6.439,6.318
2017-07-28,0.746,-0.685,0.54,6.461,6.302
2017-07-31,0.746,-0.688,0.541,6.468,6.32
2017-08-01,0.721,-0.706,0.488,6.441,6.323
2017-08-02,0.706,-0.698,0.483,6.463,6.296
2017-08-03,0.699,-0.689,0.45,6.429,6.274
2017-08-04,0.725,-0.692,0.466,6.44,6.267
2017-08-07,0.739,-0.686,0.456,6.457,6.263
2017-08-08,0.753,-0.669,0.472,6.458,6.264
2017-08-09,0.762,-0.695,0.424,6.465,6.269
2017-08-10,0.81,-0.701,0.412,6.491,6.383
2017-08-11,0.834,-0.723,0.38,6.506,6.277
2017-08-14,0.793,-0.725,0.404,6.519,6.283
2017-08-15,0.813,-0.714,0.43,6.519,6.283
2017-08-16,0.83,-0.715,0.442,6.533,6.279
2017-08-17,0.792,-0.71,0.422,6.533,6.279
2017-08-18,0.78,-0.709,0.413,6.512,6.275
2017-08-21,0.78,-0.721,0.398,6.51,6.289
2017-08-22,0.78,-0.725,0.398,6.534,6.283
2017-08-23,0.78,-0.736,0.376,6.537,6.284
2017-08-24,0.78,-0.743,0.374,6.537,6.285
2017-08-25,0.78,-0.736,0.378,6.537,6.285
2017-08-28,0.78,-0.751,0.374,6.568,6.288
2017-08-29,0.78,-0.726,0.34,6.545,6.279
2017-08-30,0.78,-0.731,0.357,6.536,6.281
2017-08-31,0.78,-0.733,0.36,6.529,6.277
2017-09-01,0.723,-0.731,0.376,6.486,6.253
2017-09-04,0.709,-0.74,0.364,6.494,6.264
2017-09-05,0.715,-0.755,0.336,6.5,6.329
2017-09-06,0.714,-0.737,0.345,6.503,6.275
2017-09-07,0.719,-0.764,0.304,6.515,6.274
2017-09-08,0.669,-0.765,0.31,6.544,6.276
2017-09-11,0.669,-0.757,0.334,6.562,6.276
2017-09-12,0.709,-0.732,0.399,6.557,6.282
2017-09-13,0.707,-0.723,0.399,6.584,6.286
2017-09-14,0.714,-0.721,0.411,6.59,6.284
2017-09-15,0.715,-0.703,0.43,6.605,6.291
2017-09-18,0.715,-0.695,0.453,6.611,6.297
2017-09-19,0.744,-0.691,0.45,6.596,6.294
2017-09-20,0.752,-0.694,0.441,6.579,6.292
2017-09-21,0.823,-0.685,0.453,6.671,6.338
2017-09-22,0.798,-0.688,0.445,6.662,6.332
2017-09-25,0.814,-0.715,0.399,6.62,6.319
2017-09-26,0.806,-0.722,0.406,6.668,6.352
2017-09-27,0.823,-0.705,0.466,6.669,6.355
2017-09-28,0.879,-0.704,0.477,6.639,6.333
2017-09-29,0.879,-0.697,0.462,6.662,6.324
2017-10-02,0.879,-0.71,0.449,6.662,6.324
2017-10-03,0.879,-0.71,0.46,6.646,6.263
2017-10-04,0.916,-0.709,0.452,6.699,6.302
2017-10-05,0.916,-0.698,0.454,6.729,6.318
2017-10-06,0.916,-0.704,0.458,6.759,6.343
2017-10-09,0.916,-0.707,0.442,6.777,6.323
2017-10-10,0.896,-0.705,0.44,6.747,6.311
2017-10-11,0.895,-0.7,0.461,6.74,6.316
2017-10-12,0.891,-0.711,0.443,6.754,6.317
2017-10-13,0.868,-0.731,0.402,6.737,6.301
2017-10-16,0.848,-0.744,0.37,6.736,6.31
2017-10-17,0.893,-0.737,0.363,6.764,6.311
2017-10-18,0.946,-0.729,0.395,6.764,6.299
2017-10-19,0.981,-0.736,0.394,6.764,6.299
2017-10-20,1.009,-0.721,0.451,6.764,6.299
2017-10-23,1.009,-0.732,0.43,6.796,6.317
2017-10-24,1.01,-0.71,0.474,6.795,6.32
2017-10-25,1.048,-0.709,0.48,6.812,6.325
2017-10-26,1.036,-0.749,0.414,6.799,6.33
2017-10-27,1.044,-0.773,0.382,6.808,6.345
2017-10-30,1.041,-0.759,0.365,6.882,6.366
2017-10-31,1.041,-0.754,0.362,6.861,6.356
2017-11-01,1.045,-0.754,0.371,6.891,6.364
2017-11-02,1.045,-0.754,0.371,6.858,6.368
2017-11-03,1.045,-0.759,0.362,6.858,6.377
2017-11-06,1.015,-0.769,0.334,6.893,6.374
2017-11-07,1.019,-0.766,0.326,6.928,6.374
2017-11-08,1.016,-0.765,0.325,6.939,6.374
2017-11-09,1.036,-0.756,0.374,6.931,6.374
2017-11-10,1.059,-0.751,0.409,6.959,6.374
2017-11-13,1.053,-0.747,0.415,6.971,6.374
2017-11-14,1.067,-0.747,0.396,7.051,6.374
2017-11-15,1.045,-0.718,0.375,7.018,6.374
2017-11-16,1.026,-0.712,0.375,7.061,6.374
2017-11-17,1.026,-0.718,0.359,7.049,6.374
2017-11-20,1.026,-0.719,0.361,6.891,6.374
2017-11-21,1.026,-0.724,0.349,6.9,6.374
2017-11-22,1.026,-0.706,0.348,6.959,6.374
2017-11-23,1.026,-0.701,0.346,6.994,6.374
2017-11-24,1.026,-0.701,0.359,7.002,6.374
2017-11-27,1.026,-0.712,0.34,7.057,6.374
2017-11-28,1.026,-0.705,0.338,7.033,6.374
2017-11-29,1.207,-0.688,0.383,7.025,6.374
2017-11-30,1.207,-0.69,0.366,7.054,6.374
2017-12-01,1.184,-0.711,0.304,7.054,6.374
2017-12-04,1.195,-0.711,0.342,7.08,6.374
2017-12-05,1.196,-0.736,0.318,7.06,6.374
2017-12-06,1.196,-0.752,0.294,7.04,6.374
2017-12-07,1.243,-0.767,0.292,7.044,6.381
2017-12-08,1.233,-0.745,0.305,7.1,6.384
2017-12-11,1.242,-0.743,0.291,7.149,6.39
2017-12-12,1.242,-0.743,0.312,7.189,6.392
2017-12-13,1.228,-0.748,0.312,7.2,6.389
2017-12-14,1.228,-0.736,0.31,7.138,6.414
2017-12-15,1.232,-0.724,0.299,7.133,6.409
2017-12-18,1.229,-0.715,0.307,7.172,6.433
2017-12-19,1.229,-0.695,0.376,7.179,6.443
2017-12-20,1.266,-0.682,0.403,7.207,6.474
2017-12-21,1.283,-0.661,0.415,7.209,6.478
2017-12-22,1.33,-0.65,0.418,7.276,6.471
2017-12-25,1.33,-0.65,0.418,7.276,6.471
2017-12-26,1.33,-0.65,0.418,7.277,6.55
2017-12-27,1.386,-0.665,0.379,7.218,6.537
2017-12-28,1.364,-0.62,0.42,7.375,6.638
2017-12-29,1.296,-0.639,0.423,7.321,6.778
2018-01-01,1.296,-0.64,0.423,7.337,6.778
2018-01-02,1.296,-0.624,0.464,7.389,6.585
2018-01-03,1.296,-0.626,0.438,7.321,6.593
2018-01-04,1.291,-0.616,0.432,7.336,6.587
2018-01-05,1.291,-0.614,0.436,7.317,6.586
2018-01-08,1.254,-0.624,0.429,7.344,6.598
2018-01-09,1.281,-0.621,0.464,7.369,6.67
2018-01-10,1.298,-0.621,0.54,7.261,6.807
2018-01-11,1.298,-0.577,0.579,7.264,6.82
2018-01-12,1.298,-0.574,0.577,7.281,6.854
2018-01-15,1.298,-0.583,0.584,7.274,6.832
2018-01-16,1.298,-0.579,0.559,7.38,6.904
2018-01-17,1.262,-0.58,0.56,7.218,6.827
2018-01-18,1.28,-0.593,0.57,7.26,6.857
2018-01-19,1.28,-0.61,0.566,7.294,6.858
2018-01-22,1.302,-0.61,0.565,7.265,6.862
2018-01-23,1.295,-0.598,0.559,7.254,6.802
2018-01-24,1.258,-0.594,0.586,7.276,6.798
2018-01-25,1.25,-0.576,0.609,7.307,6.803
2018-01-26,1.25,-0.553,0.626,7.307,6.803
2018-01-29,1.25,-0.533,0.691,7.404,6.847
2018-01-30,1.25,-0.538,0.68,7.434,6.871
2018-01-31,1.25,-0.535,0.695,7.43,6.866
2018-02-01,1.25,-0.548,0.718,7.61,6.915
2018-02-02,1.27,-0.548,0.765,7.565,6.937
2018-02-05,1.27,-0.566,0.733,7.608,6.937
2018-02-06,1.27,-0.573,0.69,7.568,6.937
2018-02-07,1.229,-0.551,0.742,7.53,6.937
2018-02-08,1.229,-0.556,0.759,7.469,6.937
2018-02-09,1.229,-0.576,0.741,7.513,6.937
2018-02-12,1.229,-0.585,0.753,7.499,6.937
2018-02-13,1.177,-0.579,0.747,7.499,6.937
2018-02-14,1.144,-0.573,0.754,7.492,6.937
2018-02-15,1.144,-0.566,0.761,7.57,6.937
2018-02-16,1.144,-0.576,0.704,7.581,6.937
2018-02-19,1.144,-0.574,0.732,7.581,6.937
2018-02-20,1.144,-0.511,0.732,7.67,6.937
2018-02-21,1.144,-0.521,0.719,7.709,6.937
2018-02-22,1.144,-0.53,0.703,7.744,6.937
2018-02-23,1.144,-0.544,0.65,7.686,6.937
2018-02-26,1.144,-0.546,0.65,7.69,6.937
2018-02-27,1.144,-0.532,0.676,7.668,6.937
2018-02-28,1.144,-0.548,0.653,7.724,6.937
2018-03-01,1.217,-0.563,0.641,7.741,6.937
2018-03-02,1.187,-0.561,0.648,7.741,6.937
2018-03-05,1.207,-0.561,0.64,7.775,6.937
2018-03-06,1.239,-0.556,0.672,7.776,7.018
2018-03-07,1.292,-0.552,0.653,7.678,6.97
2018-03-08,1.339,-0.569,0.625,7.662,6.979
2018-03-09,1.339,-0.568,0.644,7.674,6.991
2018-03-12,1.415,-0.581,0.63,7.635,6.998
2018-03-13,1.396,-0.583,0.617,7.658,6.979
2018-03-14,1.373,-0.584,0.59,7.678,6.978
2018-03-15,1.323,-0.587,0.574,7.631,6.931
2018-03-16,1.298,-0.602,0.568,7.559,6.888
2018-03-19,1.359,-0.602,0.567,7.597,6.9
2018-03-20,1.341,-0.594,0.582,7.616,6.91
2018-03-21,1.367,-0.596,0.59,7.594,6.902
2018-03-22,1.389,-0.614,0.527,7.552,6.914
2018-03-23,1.407,-0.62,0.524,7.554,6.902
2018-03-26,1.427,-0.614,0.521,7.619,6.933
2018-03-27,1.397,-0.62,0.501,7.334,6.876
2018-03-28,1.379,-0.614,0.5,7.396,6.854
2018-03-29,1.356,-0.613,0.494,7.396,6.854
2018-03-30,1.356,-0.614,0.494,7.396,6.854
2018-04-02,1.356,-0.614,0.494,7.396,6.854
2018-04-03,1.362,-0.603,0.499,7.347,6.813
2018-04-04,1.386,-0.6,0.498,7.292,6.801
2018-04-05,1.386,-0.589,0.522,7.185,6.751
2018-04-06,1.377,-0.596,0.495,7.158,6.757
2018-04-09,1.35,-0.589,0.503,7.226,6.794
2018-04-10,1.337,-0.578,0.513,7.365,6.865
2018-04-11,1.33,-0.579,0.497,7.466,6.915
2018-04-12,1.31,-0.585,0.513,7.49,6.903
2018-04-13,1.339,-0.59,0.509,7.442,6.905
2018-04-16,1.44,-0.583,0.523,7.444,6.917
2018-04-17,1.5,-0.587,0.505,7.494,6.975
2018-04-18,1.525,-0.575,0.529,7.531,6.984
2018-04-19,1.584,-0.563,0.598,7.631,7.019
2018-04-20,1.606,-0.569,0.588,7.656,7.14
2018-04-23,1.605,-0.558,0.634,7.731,7.344
2018-04-24,1.627,-0.556,0.629,7.688,7.286
2018-04-25,1.633,-0.56,0.631,7.734,7.288
2018-04-26,1.633,-0.572,0.591,7.758,7.3
2018-04-27,1.619,-0.584,0.569,7.747,7.343
2018-04-30,1.623,-0.592,0.557,7.747,7.343
2018-05-01,1.623,-0.592,0.557,7.747,7.343
2018-05-02,1.643,-0.581,0.579,7.737,7.336
2018-05-03,1.661,-0.592,0.53,7.729,7.351
2018-05-04,1.72,-0.587,0.542,7.731,7.386
2018-05-07,1.758,-0.587,0.529,7.623,7.48
2018-05-08,1.75,-0.584,0.56,7.581,7.465
2018-05-09,1.742,-0.586,0.557,7.709,7.541
2018-05-10,1.725,-0.59,0.555,7.714,7.52
2018-05-11,1.703,-0.588,0.557,7.73,7.55
2018-05-14,1.703,-0.565,0.609,7.824,7.586
2018-05-15,1.702,-0.555,0.643,7.894,7.613
2018-05-16,1.743,-0.581,0.604,7.904,7.605
2018-05-17,1.776,-0.57,0.637,7.891,7.608
2018-05-18,1.842,-0.594,0.577,7.776,7.51
2018-05-21,1.842,-0.63,0.521,7.808,7.666
2018-05-22,1.842,-0.611,0.558,7.812,7.66
2018-05-23,1.842,-0.587,0.505,7.849,7.651
2018-05-24,1.842,-0.6,0.47,7.875,7.653
2018-05-25,1.842,-0.632,0.403,7.8,7.608
2018-05-28,1.842,-0.681,0.341,7.739,7.636
2018-05-29,1.842,-0.681,0.257,7.764,7.631
2018-05-30,1.842,-0.667,0.369,7.779,7.606
2018-05-31,1.842,-0.667,0.338,7.828,7.639
2018-06-01,1.842,-0.639,0.382,7.852,7.66
2018-06-04,1.842,-0.631,0.416,7.868,7.704
2018-06-05,1.772,-0.661,0.366,7.837,7.693
2018-06-06,1.764,-0.608,0.462,7.913,7.693
2018-06-07,1.837,-0.621,0.481,7.989,7.693
2018-06-08,1.874,-0.658,0.446,7.943,7.693
2018-06-11,1.874,-0.609,0.491,7.954,7.693
2018-06-12,1.876,-0.596,0.489,7.968,7.693
2018-06-13,1.876,-0.597,0.48,7.933,7.693
2018-06-14,1.917,-0.632,0.424,7.94,7.693
2018-06-15,1.92,-0.626,0.401,7.889,7.693
2018-06-18,1.92,-0.626,0.396,7.874,7.693
2018-06-19,1.914,-0.632,0.37,7.864,7.693
2018-06-20,1.924,-0.644,0.375,7.827,7.693
2018-06-21,1.947,-0.677,0.333,7.787,7.693
2018-06-22,2.007,-0.675,0.335,7.818,7.693
2018-06-25,2.007,-0.682,0.325,7.836,7.693
2018-06-26,1.871,-0.674,0.339,7.827,7.693
2018-06-27,1.873,-0.679,0.319,7.868,7.693
2018-06-28,1.873,-0.674,0.317,7.931,7.693
2018-06-29,1.845,-0.674,0.3,7.902,7.693
2018-07-02,1.845,-0.689,0.302,7.91,7.693
2018-07-03,1.878,-0.679,0.292,7.885,7.693
2018-07-04,1.833,-0.666,0.303,7.851,7.693
2018-07-05,1.795,-0.657,0.297,7.896,7.693
2018-07-06,1.725,-0.663,0.29,7.87,7.598
2018-07-09,1.719,-0.657,0.298,7.889,7.595
2018-07-10,1.753,-0.644,0.318,7.906,7.607
2018-07-11,1.779,-0.637,0.366,7.871,7.586
2018-07-12,1.8,-0.646,0.355,7.824,7.558
2018-07-13,1.798,-0.641,0.338,7.788,7.549
2018-07-16,1.813,-0.634,0.361,7.802,7.571
2018-07-17,1.819,-0.635,0.344,7.744,7.524
2018-07-18,1.836,-0.639,0.339,7.752,7.531
2018-07-19,1.836,-0.637,0.329,7.778,7.518
2018-07-20,1.801,-0.626,0.369,7.786,7.52
2018-07-23,1.794,-0.609,0.405,7.81,7.537
2018-07-24,1.818,-0.616,0.395,7.781,7.519
2018-07-25,1.824,-0.607,0.394,7.786,7.519
2018-07-26,1.824,-0.61,0.402,7.76,7.509
2018-07-27,1.824,-0.606,0.402,7.77,7.525
2018-07-30,1.769,-0.591,0.444,7.788,7.527
2018-07-31,1.754,-0.579,0.442,7.772,7.503
2018-08-01,1.733,-0.561,0.475,7.746,7.47
2018-08-02,1.747,-0.576,0.459,7.719,7.5
2018-08-03,1.765,-0.595,0.406,7.767,7.48
2018-08-06,1.748,-0.597,0.387,7.768,7.502
2018-08-07,1.736,-0.588,0.406,7.784,7.477
2018-08-08,1.73,-0.601,0.396,7.783,7.477
2018-08-09,1.734,-0.619,0.373,7.745,7.477
2018-08-10,1.719,-0.643,0.315,7.754,7.477
2018-08-13,1.722,-0.653,0.31,7.819,7.477
2018-08-14,1.721,-0.644,0.326,7.817,7.493
2018-08-15,1.765,-0.654,0.303,7.817,7.493
2018-08-16,1.765,-0.645,0.318,7.862,7.493
2018-08-17,1.83,-0.658,0.304,7.862,7.493
2018-08-20,1.83,-0.65,0.301,7.837,7.493
2018-08-21,1.83,-0.609,0.329,7.823,7.493
2018-08-22,1.869,-0.597,0.342,7.823,7.493
2018-08-23,1.869,-0.601,0.338,7.876,7.493
2018-08-24,1.869,-0.602,0.343,7.875,7.493
2018-08-27,1.869,-0.587,0.375,7.894,7.571
2018-08-28,1.869,-0.585,0.379,7.907,7.592
2018-08-29,1.929,-0.58,0.403,7.916,7.592
2018-08-30,1.963,-0.611,0.344,7.931,7.592
2018-08-31,1.961,-0.611,0.325,7.946,7.7
2018-09-03,1.959,-0.611,0.332,7.939,7.7
2018-09-04,1.983,-0.59,0.355,8.06,7.809
2018-09-05,1.983,-0.566,0.379,8.039,7.808
2018-09-06,1.983,-0.579,0.353,8.056,7.847
2018-09-07,1.983,-0.561,0.386,8.022,7.84
2018-09-10,2.052,-0.551,0.4,8.151,7.961
2018-09-11,2.054,-0.544,0.429,8.183,7.978
2018-09-12,2.076,-0.553,0.409,8.146,7.996
2018-09-13,2.07,-0.55,0.421,8.146,7.996
2018-09-14,2.078,-0.546,0.449,8.122,7.968
2018-09-17,2.084,-0.536,0.457,8.099,7.966
2018-09-18,2.075,-0.528,0.479,8.109,7.976
2018-09-19,2.076,-0.532,0.486,8.072,7.91
2018-09-20,2.071,-0.536,0.47,8.072,7.91
2018-09-21,2.129,-0.543,0.46,8.078,7.905
2018-09-24,2.169,-0.515,0.509,8.109,7.971
2018-09-25,2.169,-0.504,0.542,8.126,7.965
2018-09-26,2.168,-0.506,0.525,8.077,7.903
2018-09-27,2.155,-0.502,0.528,8.025,7.865
2018-09-28,2.155,-0.532,0.469,8.024,7.834
2018-10-01,2.155,-0.548,0.47,7.982,7.805
2018-10-02,2.155,-0.569,0.421,7.982,7.805
2018-10-03,2.118,-0.539,0.474,8.111,7.903
2018-10-04,2.147,-0.524,0.53,8.157,7.95
2018-10-05,2.147,-0.519,0.572,8.04,7.789
2018-10-08,2.204,-0.549,0.528,7.975,7.789
2018-10-09,2.215,-0.531,0.547,8.072,7.794
2018-10-10,2.215,-0.531,0.551,8.029,7.719
2018-10-11,2.193,-0.545,0.517,7.988,7.676
2018-10-12,2.193,-0.565,0.497,7.98,7.635
2018-10-15,2.193,-0.573,0.501,7.942,7.635
2018-10-16,2.11,-0.57,0.49,7.874,7.635
2018-10-17,2.11,-0.583,0.46,7.91,7.641
2018-10-18,2.083,-0.623,0.415,7.91,7.641
2018-10-19,2.125,-0.588,0.458,7.922,7.641
2018-10-22,2.127,-0.596,0.447,7.928,7.609
2018-10-23,2.113,-0.612,0.408,7.885,7.608
2018-10-24,2.116,-0.627,0.395,7.872,7.588
2018-10-25,2.098,-0.62,0.396,7.867,7.579
2018-10-26,2.094,-0.637,0.351,7.87,7.579
2018-10-29,2.069,-0.629,0.376,7.818,7.579
2018-10-30,2.079,-0.631,0.368,7.833,7.569
2018-10-31,2.092,-0.624,0.384,7.851,7.569
2018-11-01,2.093,-0.625,0.398,7.824,7.546
2018-11-02,2.072,-0.622,0.426,7.78,7.487
2018-11-05,2.072,-0.615,0.425,7.808,7.487
2018-11-06,2.069,-0.608,0.433,7.799,7.487
2018-11-07,2.065,-0.592,0.446,7.799,7.487
2018-11-08,2.067,-0.589,0.456,7.799,7.487
2018-11-09,2.073,-0.605,0.406,7.764,7.487
2018-11-12,2.068,-0.615,0.397,7.804,7.487
2018-11-13,2.054,-0.573,0.408,7.761,7.487
2018-11-14,2.012,-0.579,0.397,7.734,7.487
2018-11-15,1.973,-0.598,0.359,7.751,7.487
2018-11-16,1.981,-0.594,0.366,7.785,7.487
2018-11-19,1.909,-0.592,0.371,7.79,7.487
2018-11-20,1.917,-0.598,0.349,7.779,7.487
2018-11-21,1.917,-0.583,0.375,7.779,7.487
2018-11-22,1.917,-0.582,0.369,7.737,7.487
2018-11-23,1.917,-0.586,0.339,7.737,7.487
2018-11-26,1.917,-0.575,0.36,7.726,7.316
2018-11-27,1.917,-0.585,0.348,7.734,7.316
2018-11-28,1.917,-0.589,0.349,7.662,7.316
2018-11-29,1.917,-0.603,0.32,7.604,7.24
2018-11-30,1.917,-0.602,0.312,7.607,7.24
2018-12-03,1.917,-0.61,0.305,7.626,7.239
2018-12-04,1.917,-0.62,0.261,7.574,7.211
2018-12-05,1.917,-0.612,0.275,7.446,7.211
2018-12-06,1.917,-0.628,0.235,7.433,7.091
2018-12-07,1.917,-0.605,0.248,7.471,7.091
2018-12-10,1.917,-0.582,0.245,7.564,7.091
2018-12-11,1.917,-0.606,0.231,7.546,7.136
2018-12-12,1.984,-0.57,0.277,7.433,7.068
2018-12-13,2.026,-0.588,0.283,7.418,7.068
2018-12-14,2.033,-0.615,0.251,7.443,6.995
2018-12-17,1.995,-0.614,0.255,7.457,6.995
2018-12-18,1.959,-0.609,0.243,7.387,6.995
2018-12-19,1.924,-0.61,0.238,7.222,6.864
2018-12-20,1.863,-0.606,0.227,7.263,6.884
2018-12-21,1.854,-0.615,0.247,7.29,6.88
2018-12-24,1.827,-0.616,0.247,7.286,6.88
2018-12-25,1.827,-0.616,0.247,7.286,6.88
2018-12-26,1.827,-0.616,0.247,7.263,6.818
2018-12-27,1.82,-0.636,0.228,7.271,6.852
2018-12-28,1.78,-0.619,0.238,7.321,6.852
2018-12-31,1.738,-0.62,0.239,7.366,6.852
2019-01-01,1.738,-0.62,0.239,7.426,6.852
2019-01-02,1.686,-0.622,0.164,7.352,6.814
2019-01-03,1.654,-0.619,0.151,7.43,6.829
2019-01-04,1.579,-0.604,0.206,7.455,6.839
2019-01-07,1.646,-0.591,0.219,7.636,7.069
2019-01-08,1.668,-0.582,0.225,7.548,7.014
2019-01-09,1.696,-0.589,0.276,7.556,7.031
2019-01-10,1.691,-0.597,0.253,7.583,7.015
2019-01-11,1.652,-0.592,0.237,7.587,7.016
2019-01-14,1.652,-0.604,0.228,7.587,6.963
2019-01-15,1.672,-0.625,0.204,7.587,6.861
2019-01-16,1.689,-0.609,0.222,7.587,7.036
2019-01-17,1.694,-0.595,0.241,7.587,7.012
2019-01-18,1.694,-0.587,0.261,7.587,7.019
2019-01-21,1.747,-0.589,0.253,7.587,7.025
2019-01-22,1.734,-0.596,0.234,7.587,7.026
2019-01-23,1.695,-0.588,0.223,7.587,7.041
2019-01-24,1.666,-0.591,0.179,7.587,7.023
2019-01-25,1.651,-0.586,0.191,7.587,7.001
2019-01-28,1.636,-0.587,0.203,7.587,6.983
2019-01-29,1.636,-0.575,0.199,7.587,6.973
2019-01-30,1.609,-0.57,0.187,7.587,6.966
2019-01-31,1.588,-0.569,0.148,7.587,6.924
2019-02-01,1.475,-0.587,0.165,7.587,6.995
2019-02-04,1.49,-0.575,0.175,7.587,7.029
2019-02-05,1.49,-0.57,0.169,7.587,7.029
2019-02-06,1.49,-0.561,0.16,7.587,7.029
2019-02-07,1.49,-0.584,0.114,7.587,7.029
2019-02-08,1.439,-0.584,0.086,7.587,7.029
2019-02-11,1.419,-0.577,0.118,7.587,7.029
2019-02-12,1.472,-0.574,0.131,7.587,7.029
2019-02-13,1.491,-0.566,0.122,7.587,7.029
2019-02-14,1.479,-0.559,0.102,7.587,7.029
2019-02-15,1.458,-0.563,0.101,7.587,7.029
2019-02-18,1.459,-0.573,0.108,7.587,7.029
2019-02-19,1.443,-0.572,0.104,7.587,7.029
2019-02-20,1.443,-0.574,0.098,7.587,7.029
2019-02-21,1.443,-0.56,0.126,7.587,7.029
2019-02-22,1.443,-0.571,0.094,7.587,7.029
2019-02-25,1.443,-0.564,0.108,7.587,7.029
2019-02-26,1.443,-0.541,0.117,7.587,7.029
2019-02-27,1.443,-0.535,0.147,7.587,7.029
2019-02-28,1.443,-0.528,0.182,7.587,7.029
2019-03-01,1.443,-0.516,0.182,7.587,7.029
2019-03-04,1.443,-0.516,0.156,7.587,7.029
2019-03-05,1.443,-0.51,0.167,7.587,7.029
2019-03-06,1.443,-0.527,0.126,7.587,6.698
2019-03-07,1.443,-0.555,0.064,7.587,6.694
2019-03-08,1.498,-0.542,0.067,7.587,6.67
2019-03-11,1.534,-0.546,0.067,7.587,6.665
2019-03-12,1.534,-0.552,0.054,7.587,6.668
2019-03-13,1.541,-0.555,0.063,7.587,6.687
2019-03-14,1.541,-0.551,0.084,7.587,6.621
2019-03-15,1.544,-0.547,0.082,7.587,6.59
2019-03-18,1.546,-0.537,0.082,7.587,6.588
2019-03-19,1.556,-0.534,0.095,7.587,6.607
2019-03-20,1.564,-0.537,0.083,7.587,6.6
2019-03-21,1.564,-0.556,0.04,7.587,6.6
2019-03-22,1.564,-0.571,-0.016,7.587,6.586
2019-03-25,1.465,-0.573,-0.028,7.587,6.567
2019-03-26,1.385,-0.569,-0.017,7.587,6.565
2019-03-27,1.365,-0.612,-0.082,7.587,6.579
2019-03-28,1.371,-0.603,-0.071,7.587,6.574
2019-03-29,1.371,-0.611,-0.072,7.587,6.536
2019-04-01,1.371,-0.608,-0.028,7.587,6.536
2019-04-02,1.464,-0.618,-0.05,7.587,6.535
2019-04-03,1.472,-0.589,0.006,7.587,6.544
2019-04-04,1.473,-0.589,-0.007,7.587,6.584
2019-04-05,1.473,-0.583,0.004,7.587,6.612
2019-04-08,1.473,-0.585,0.005,7.587,6.662
2019-04-09,1.473,-0.582,-0.011,7.587,6.671
2019-04-10,1.473,-0.597,-0.027,7.587,6.674
2019-04-11,1.595,-0.586,-0.01,7.587,6.674
2019-04-12,1.595,-0.566,0.054,7.587,6.686
2019-04-15,1.595,-0.567,0.055,7.587,6.688
2019-04-16,1.595,-0.575,0.065,7.587,6.703
2019-04-17,1.595,-0.576,0.079,7.587,6.703
2019-04-18,1.595,-0.581,0.023,7.587,6.714
2019-04-19,1.595,-0.581,0.023,7.587,6.714
2019-04-22,1.595,-0.581,0.023,7.587,6.755
2019-04-23,1.676,-0.58,0.04,7.587,6.764
2019-04-24,1.686,-0.594,-0.014,7.587,6.767
2019-04-25,1.686,-0.599,-0.01,7.587,6.84
